Point,CPD (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
1611,-39.5,-38.7,-0.6,2.7,286.0,0.3,0.00,1.3,696.774,,
1612,-43.0,-40.5,-4.2,2.7,286.0,0.3,0.00,1.4,697.210,,
1613,-41.6,-41.4,-2.8,2.7,285.8,0.3,0.00,1.3,697.663,,
1614,-44.0,-42.9,-5.1,2.7,285.8,0.3,0.00,1.0,698.115,,
1615,-40.4,-42.0,-1.5,2.7,285.9,0.3,0.00,1.0,698.552,,
1616,-38.8,-41.0,0.1,2.7,285.9,0.3,0.00,0.8,698.989,,
1617,-43.9,-41.0,-5.1,2.7,285.9,0.3,0.00,0.8,699.426,,
1618,-39.6,-40.8,-0.8,2.7,286.2,0.3,0.00,0.6,699.862,,
1619,-41.1,-41.6,-2.2,2.7,285.9,0.3,0.00,0.1,700.299,,
1620,-38.4,-39.7,0.4,2.7,286.0,0.3,0.00,-0.2,700.736,,
1621,-43.9,-41.2,-5.1,2.7,285.9,0.3,0.00,1.4,701.173,,
1622,-45.0,-42.5,-6.1,2.7,285.9,0.3,0.00,1.4,701.610,,
1623,-41.1,-43.4,-2.2,2.7,285.9,0.3,0.00,1.4,702.046,,
1624,-40.6,-42.2,-1.7,2.7,285.9,0.3,0.00,1.3,702.483,,
1625,-37.7,-39.8,1.2,2.7,286.0,0.3,0.00,1.3,702.920,,
1626,-43.8,-40.7,-4.9,2.7,286.0,0.3,0.00,1.4,703.357,,
1627,-40.6,-40.7,-1.7,2.7,285.9,0.3,0.00,1.4,703.794,,
1628,-41.6,-42.0,-2.8,2.7,285.8,0.3,0.00,1.3,704.246,,
1629,-41.5,-41.2,-2.6,2.7,285.9,0.3,0.00,1.0,704.698,,
1630,-37.5,-40.2,1.3,2.7,286.0,0.3,0.00,0.9,705.135,,
1631,-41.6,-40.2,-2.8,2.7,285.9,0.3,0.00,0.9,705.572,,
1632,-37.5,-38.9,1.3,2.7,285.8,0.3,0.00,0.5,706.009,,
1633,-42.8,-40.7,-4.0,2.7,286.1,0.3,0.00,0.2,706.446,,
1634,-39.8,-40.1,-1.0,2.7,286.1,0.3,0.00,-0.1,706.882,,
1635,-44.6,-42.4,-5.8,2.7,285.9,0.3,0.00,-0.4,707.319,,
1636,-42.4,-42.3,-3.5,2.7,285.8,0.3,0.00,-0.6,707.756,,
1637,-42.7,-43.2,-3.8,2.7,285.9,0.3,0.00,1.3,708.193,,
1638,-42.0,-42.3,-3.1,2.7,286.0,0.3,0.00,1.4,708.630,,
1639,-38.8,-41.1,0.1,2.7,286.1,0.3,0.00,1.3,709.066,,
1640,-37.7,-39.5,1.1,2.7,285.9,0.3,0.00,1.4,709.503,,
1641,-40.7,-39.1,-1.9,2.7,286.0,0.3,0.00,1.3,709.956,,
1642,-45.2,-41.2,-6.3,2.7,285.8,0.3,0.00,1.3,710.392,,
1643,-42.5,-42.8,-3.6,2.7,286.0,0.3,0.00,1.3,710.829,,
1644,-40.9,-42.9,-2.1,2.7,285.9,0.3,0.00,0.9,711.282,,
1645,-43.4,-42.3,-4.5,2.7,286.0,0.3,0.00,0.9,711.718,,
1646,-39.7,-41.3,-0.8,2.7,285.9,0.3,0.00,0.6,712.155,,
1647,-44.9,-42.6,-6.0,2.7,285.8,0.3,0.00,0.6,712.592,,
1648,-44.0,-42.8,-5.1,2.7,285.8,0.3,0.00,1.3,713.044,,
1649,-41.6,-43.5,-2.8,2.7,285.9,0.3,0.00,1.3,713.481,,
1650,-42.4,-42.6,-3.5,2.7,285.8,0.3,0.00,1.3,713.934,,
1651,-44.0,-42.6,-5.1,2.7,285.8,0.3,0.00,1.3,714.370,,
1652,-40.0,-42.1,-1.2,2.7,285.9,0.3,0.00,1.3,714.807,,
1653,-38.8,-40.9,0.1,2.7,285.9,0.3,0.00,1.0,715.260,,
1654,-42.5,-40.4,-3.7,2.7,285.8,0.3,0.00,1.3,715.728,,
1655,-38.1,-39.8,0.8,2.7,285.9,0.3,0.00,1.3,716.180,,
1656,-42.0,-40.9,-3.1,2.7,285.8,0.3,0.00,1.0,716.632,,
1657,-41.1,-40.4,-2.2,2.7,285.8,0.3,0.00,0.9,717.069,,
1658,-39.9,-41.0,-1.0,2.7,285.8,0.3,0.00,0.7,717.506,,
1659,-43.0,-41.3,-4.2,2.7,285.9,0.3,0.00,0.5,717.943,,
1660,-44.5,-42.5,-5.6,2.7,285.8,0.3,0.00,0.5,718.380,,
1661,-42.5,-43.4,-3.7,2.7,285.8,0.3,0.00,1.3,718.832,,
1662,-45.0,-44.0,-6.2,2.7,285.8,0.3,0.00,1.4,719.269,,
1663,-38.8,-42.1,0.1,2.7,285.9,0.3,0.00,1.3,719.721,,
1664,-38.3,-40.7,0.6,2.7,285.7,0.3,0.00,1.3,720.158,,
1665,-41.3,-39.4,-2.4,2.7,285.9,0.3,0.00,1.0,720.610,,
1666,-39.1,-39.6,-0.3,2.7,286.1,0.3,0.00,1.3,721.063,,
1667,-38.3,-39.6,0.6,2.7,285.7,0.3,0.00,1.4,721.500,,
1668,-39.8,-39.1,-1.0,2.7,285.9,0.3,0.00,1.3,721.936,,
1669,-40.6,-39.6,-1.7,2.7,285.8,0.3,0.00,1.3,722.373,,
1670,-42.0,-40.8,-3.1,2.7,286.0,0.3,0.00,1.3,722.810,,
1671,-43.9,-42.2,-5.1,2.7,286.0,0.3,0.00,1.4,723.262,,
1672,-40.2,-42.0,-1.4,2.7,285.8,0.3,0.00,1.3,723.699,,
1673,-41.7,-41.9,-2.8,2.7,285.7,0.3,0.00,1.3,724.136,,
1674,-40.0,-40.6,-1.2,2.7,285.8,0.3,0.00,1.0,724.588,,
1675,-36.3,-39.3,2.5,2.7,285.7,0.3,0.00,-0.7,725.041,,
1676,-40.4,-38.9,-1.5,2.7,285.9,0.3,0.00,1.4,725.478,,
1677,-44.9,-40.5,-6.0,2.7,285.6,0.3,0.00,1.3,725.914,,
1678,-38.1,-41.1,0.8,2.7,285.8,0.3,0.00,1.4,726.351,,
1679,-43.0,-42.0,-4.2,2.7,285.9,0.3,0.00,1.3,726.788,,
1680,-38.4,-39.9,0.4,2.7,285.9,0.3,0.00,1.4,727.240,,
1681,-40.6,-40.7,-1.7,2.7,285.9,0.3,0.00,1.3,727.677,,
1682,-43.9,-41.0,-5.1,2.7,285.9,0.3,0.00,1.0,728.130,,
1683,-39.0,-41.2,-0.1,2.7,285.9,0.3,0.00,-0.1,728.582,,
1684,-43.4,-42.1,-4.5,2.7,285.9,0.3,0.00,1.4,729.019,,
1685,-39.7,-40.7,-0.8,2.7,285.8,0.3,0.00,1.4,729.456,,
1686,-40.8,-41.3,-1.9,2.7,285.8,0.3,0.00,1.3,729.908,,
1687,-37.6,-39.3,1.3,2.7,285.8,0.3,0.00,1.3,730.345,,
1688,-37.4,-38.6,1.5,2.7,285.8,0.3,0.00,1.3,730.782,,
1689,-40.4,-38.4,-1.5,2.7,285.9,0.3,0.00,1.3,731.218,,
1690,-40.0,-39.3,-1.2,2.7,285.8,0.3,0.00,1.3,731.655,,
1691,-42.3,-40.9,-3.5,2.7,285.9,0.3,0.00,1.3,732.092,,
1692,-38.3,-40.2,0.6,2.7,285.9,0.3,0.00,1.0,732.544,,
1693,-42.0,-40.9,-3.1,2.7,285.8,0.3,0.00,1.4,732.997,,
1694,-42.4,-40.9,-3.5,2.7,285.8,0.3,0.00,1.3,733.449,,
1695,-42.9,-42.4,-4.0,2.7,285.9,0.3,0.00,1.3,733.886,,
1696,-38.4,-41.2,0.4,2.7,285.9,0.3,0.00,1.3,734.323,,
1697,-42.7,-41.3,-3.9,2.7,285.7,0.3,0.00,1.3,734.760,,
1698,-40.7,-40.6,-1.9,2.7,285.9,0.3,0.00,1.3,735.196,,
1699,-41.3,-41.6,-2.4,2.7,285.8,0.3,0.00,1.3,735.633,,
1700,-43.6,-41.9,-4.7,2.7,285.8,0.3,0.00,1.3,736.070,,
1701,-41.6,-42.2,-2.8,2.7,285.8,0.3,0.00,0.9,736.522,,
1702,-39.5,-41.6,-0.6,2.7,285.9,0.3,0.00,1.4,736.975,,
1703,-38.3,-39.8,0.6,2.7,285.8,0.3,0.00,1.3,737.412,,
1704,-42.2,-40.0,-3.3,2.7,285.9,0.3,0.00,1.3,737.864,,
1705,-41.1,-40.5,-2.2,2.7,285.9,0.3,0.00,1.3,738.301,,
1706,-45.7,-43.0,-6.9,2.7,285.8,0.3,0.00,1.3,738.738,,
1707,-40.2,-42.3,-1.3,2.7,285.9,0.3,0.00,1.3,739.174,,
1708,-43.4,-43.1,-4.6,2.7,285.7,0.3,0.00,1.2,739.611,,
1709,-40.4,-41.3,-1.5,2.7,285.9,0.3,0.00,0.9,740.064,,
1710,-43.4,-42.4,-4.6,2.7,285.7,0.3,0.00,-0.3,740.516,,
1711,-40.4,-41.4,-1.5,2.7,285.7,0.3,0.00,1.4,740.968,,
1712,-41.1,-41.7,-2.3,2.7,285.7,0.3,0.00,1.3,741.421,,
1713,-40.2,-40.6,-1.3,2.7,285.9,0.3,0.00,1.3,741.858,,
1714,-41.1,-40.8,-2.2,2.7,285.8,0.3,0.00,0.9,742.310,,
1715,-42.3,-41.2,-3.5,2.7,286.0,0.3,0.00,1.4,742.762,,
1716,-39.9,-41.1,-1.0,2.7,285.8,0.3,0.00,1.3,743.215,,
1717,-43.9,-42.0,-5.1,2.7,286.0,0.3,0.00,1.3,743.667,,
1718,-41.1,-41.6,-2.2,2.7,285.9,0.3,0.00,0.8,744.120,,
1719,-40.2,-41.7,-1.3,2.7,286.0,0.3,0.00,1.4,744.572,,
1720,-38.1,-39.8,0.8,2.7,285.8,0.3,0.00,1.4,745.024,,
1721,-38.1,-38.8,0.8,2.7,286.0,0.3,0.00,1.3,745.461,,
1722,-40.9,-39.0,-2.1,2.7,285.8,0.3,0.00,1.3,745.898,,
1723,-39.3,-39.4,-0.5,2.7,285.7,0.3,0.00,1.2,746.335,,
1724,-43.1,-41.1,-4.2,2.7,285.8,0.3,0.00,1.3,746.772,,
1725,-40.9,-41.1,-2.1,2.7,285.7,0.3,0.00,0.9,747.224,,
1726,-45.0,-43.0,-6.2,2.7,285.7,0.3,0.00,0.9,747.661,,
1727,-45.0,-43.7,-6.2,2.7,285.7,0.3,0.00,0.8,748.098,,
1728,-38.1,-42.7,0.8,2.7,285.8,0.3,0.00,1.3,748.550,,
1729,-41.6,-41.6,-2.8,2.7,285.9,0.3,0.00,1.4,749.002,,
1730,-40.7,-40.2,-1.9,2.7,285.9,0.3,0.00,1.3,749.439,,
1731,-40.8,-41.0,-1.9,2.7,285.8,0.3,0.00,1.3,749.876,,
1732,-40.6,-40.7,-1.7,2.7,285.8,0.3,0.00,1.3,750.313,,
1733,-38.8,-40.0,0.1,2.7,285.9,0.3,0.00,1.3,750.750,,
1734,-36.9,-38.7,2.0,2.7,285.6,0.3,0.00,0.9,751.202,,
1735,-40.9,-38.9,-2.1,2.7,285.8,0.3,0.00,1.4,751.670,,
1736,-37.2,-38.3,1.7,2.7,285.7,0.3,0.00,1.4,752.122,,
1737,-39.2,-39.1,-0.3,2.7,285.8,0.3,0.00,1.3,752.559,,
1738,-36.3,-37.6,2.5,2.7,285.7,0.3,0.00,0.8,753.012,,
1739,-41.7,-39.0,-2.8,2.7,285.7,0.3,0.00,1.4,753.464,,
1740,-39.5,-39.2,-0.7,2.7,285.8,0.3,0.00,1.3,753.916,,
1741,-38.8,-40.0,0.1,2.7,285.7,0.3,0.00,1.3,754.369,,
1742,-41.4,-39.9,-2.6,2.7,286.0,0.3,0.00,0.9,754.821,,
1743,-41.5,-40.6,-2.6,2.7,285.7,0.3,0.00,0.8,755.258,,
1744,-43.4,-42.1,-4.6,2.7,285.7,0.3,0.00,1.4,755.710,,
1745,-37.9,-40.9,0.9,2.7,285.7,0.3,0.00,1.4,756.163,,
1746,-41.3,-40.9,-2.4,2.7,285.8,0.3,0.00,1.1,756.615,,
1747,-45.2,-41.5,-6.3,2.7,285.8,0.3,0.00,0.6,757.068,,
1748,-37.7,-41.4,1.1,2.7,285.9,0.3,0.00,1.3,757.520,,
1749,-42.9,-41.9,-4.0,2.7,285.7,0.3,0.00,1.3,757.972,,
1750,-39.9,-40.2,-1.0,2.7,285.8,0.3,0.00,1.3,758.409,,
1751,-46.1,-43.0,-7.2,2.7,285.7,0.3,0.00,1.3,758.846,,
1752,-40.2,-42.1,-1.4,2.7,285.8,0.3,0.00,1.3,759.283,,
1753,-43.1,-43.1,-4.2,2.7,285.6,0.3,0.00,1.3,759.720,,
1754,-40.0,-41.1,-1.2,2.7,285.8,0.3,0.00,0.9,760.172,,
1755,-41.8,-41.7,-3.0,2.7,285.6,0.3,0.00,1.4,760.624,,
1756,-40.2,-40.7,-1.4,2.7,285.8,0.3,0.00,1.3,761.077,,
1757,-39.5,-40.5,-0.7,2.7,285.5,0.3,0.00,1.3,761.514,,
1758,-42.0,-40.6,-3.1,2.7,285.8,0.3,0.00,1.3,761.950,,
1759,-43.4,-41.7,-4.6,2.7,285.7,0.3,0.00,1.4,762.387,,
1760,-40.2,-41.9,-1.4,2.7,285.8,0.3,0.00,1.3,762.824,,
1761,-38.3,-40.6,0.6,2.7,285.9,0.3,0.00,1.3,763.261,,
1762,-43.1,-40.5,-4.2,2.7,285.7,0.3,0.00,1.0,763.713,,
1763,-42.7,-41.4,-3.9,2.7,285.6,0.3,0.00,-0.1,764.166,,
1764,-39.7,-41.8,-0.8,2.7,285.8,0.3,0.00,1.4,764.618,,
1765,-39.2,-40.5,-0.3,2.7,285.8,0.3,0.00,1.3,765.070,,
1766,-39.0,-39.3,-0.1,2.7,285.8,0.3,0.00,1.2,765.507,,
1767,-38.1,-38.8,0.7,2.7,285.5,0.3,0.00,0.9,765.960,,
1768,-40.0,-39.0,-1.2,2.7,285.8,0.3,0.00,1.4,766.412,,
1769,-39.4,-39.2,-0.5,2.7,285.6,0.3,0.00,1.3,766.864,,
1770,-46.4,-41.9,-7.6,2.7,285.8,0.3,0.00,1.3,767.301,,
1771,-38.1,-41.3,0.7,2.7,285.5,0.3,0.00,1.3,767.738,,
1772,-42.5,-42.4,-3.7,2.7,285.7,0.3,0.00,1.3,768.175,,
1773,-39.5,-40.1,-0.7,2.7,285.6,0.3,0.00,1.3,768.612,,
1774,-44.0,-42.0,-5.1,2.7,285.7,0.3,0.00,1.3,769.048,,
1775,-43.6,-42.4,-4.7,2.7,285.7,0.3,0.00,1.0,769.501,,
1776,-43.3,-43.6,-4.4,2.7,285.5,0.3,0.00,-0.7,769.953,,
1777,-41.7,-42.9,-2.8,2.7,285.6,0.3,0.00,1.3,770.406,,
1778,-41.0,-42.0,-2.1,2.7,285.6,0.3,0.00,1.3,770.858,,
1779,-41.8,-41.5,-3.0,2.7,285.6,0.3,0.00,0.8,771.310,,
1780,-39.2,-40.7,-0.3,2.7,285.7,0.3,0.00,1.4,771.763,,
1781,-39.4,-40.1,-0.5,2.7,285.6,0.3,0.00,1.3,772.215,,
1782,-36.7,-38.4,2.2,2.7,285.6,0.3,0.00,1.3,772.652,,
1783,-41.0,-39.0,-2.1,2.7,285.6,0.3,0.00,1.3,773.089,,
1784,-43.6,-40.4,-4.8,2.7,285.6,0.3,0.00,1.3,773.526,,
1785,-40.2,-41.6,-1.4,2.7,285.6,0.3,0.00,1.3,773.962,,
1786,-40.9,-41.6,-2.1,2.7,285.8,0.3,0.00,1.3,774.399,,
1787,-41.0,-40.7,-2.1,2.7,285.6,0.3,0.00,1.2,774.836,,
1788,-40.3,-40.7,-1.4,2.7,285.6,0.3,0.00,1.0,775.288,,
1789,-41.5,-40.9,-2.6,2.7,285.7,0.3,0.00,0.0,775.741,,
1790,-41.8,-41.2,-3.0,2.7,285.7,0.3,0.00,1.3,776.193,,
1791,-42.0,-41.8,-3.1,2.7,285.7,0.3,0.00,1.3,776.630,,
1792,-41.5,-41.8,-2.7,2.7,285.5,0.3,0.00,1.3,777.067,,
1793,-39.0,-40.8,-0.2,2.7,285.4,0.3,0.00,1.4,777.504,,
1794,-42.2,-40.9,-3.3,2.7,285.6,0.3,0.00,1.3,777.940,,
1795,-45.4,-42.2,-6.5,2.7,285.7,0.3,0.00,1.3,778.377,,
1796,-39.7,-42.4,-0.8,2.7,285.8,0.3,0.00,1.0,778.830,,
1797,-42.6,-42.6,-3.7,2.7,285.5,0.3,0.00,-0.1,779.282,,
1798,-45.6,-42.6,-6.7,2.7,285.6,0.3,0.00,1.3,779.734,,
1799,-38.3,-42.2,0.6,2.7,285.6,0.3,0.00,1.3,780.187,,
1800,-41.7,-41.8,-2.8,2.7,285.7,0.3,0.00,1.2,780.624,,
1801,-39.7,-39.9,-0.9,2.7,285.6,0.3,0.00,1.4,781.092,,
1802,-43.5,-41.6,-4.6,2.7,285.5,0.3,0.00,1.4,781.544,,
1803,-40.8,-41.3,-1.9,2.7,285.7,0.3,0.00,1.3,781.996,,
1804,-39.5,-41.3,-0.7,2.7,285.6,0.3,0.00,0.9,782.449,,
1805,-41.2,-40.5,-2.3,2.7,285.5,0.3,0.00,1.4,782.901,,
1806,-40.6,-40.4,-1.7,2.7,285.6,0.3,0.00,1.4,783.354,,
1807,-38.5,-40.1,0.4,2.7,285.4,0.3,0.00,1.3,783.790,,
1808,-42.0,-40.4,-3.2,2.7,285.5,0.3,0.00,1.0,784.258,,
1809,-42.4,-41.0,-3.5,2.7,285.5,0.3,0.00,1.3,784.711,,
1810,-42.0,-42.2,-3.2,2.7,285.6,0.3,0.00,1.3,785.163,,
1811,-39.3,-41.3,-0.5,2.7,285.7,0.3,0.00,1.3,785.600,,
1812,-44.4,-41.9,-5.5,2.7,285.4,0.3,0.00,1.2,786.052,,
1813,-39.9,-41.2,-1.0,2.7,285.6,0.3,0.00,0.6,786.505,,
1814,-44.2,-42.8,-5.3,2.7,285.6,0.3,0.00,1.3,786.957,,
1815,-42.9,-42.3,-4.1,2.7,285.5,0.3,0.00,1.3,787.410,,
1816,-43.4,-43.5,-4.6,2.7,285.8,0.3,0.00,1.3,787.846,,
1817,-40.2,-42.2,-1.4,2.7,285.7,0.3,0.00,1.3,788.283,,
1818,-39.0,-40.9,-0.1,2.7,285.6,0.3,0.00,1.3,788.720,,
1819,-42.8,-40.7,-3.9,2.7,285.5,0.3,0.00,1.1,789.172,,
1820,-40.6,-40.8,-1.8,2.7,285.5,0.3,0.00,-0.5,789.625,,
1821,-41.5,-41.6,-2.6,2.7,285.6,0.3,0.00,1.3,790.077,,
1822,-41.1,-41.1,-2.3,2.7,285.7,0.3,0.00,1.3,790.530,,
1823,-44.2,-42.3,-5.3,2.7,285.5,0.3,0.00,1.0,790.982,,
1824,-40.8,-42.0,-1.9,2.7,285.5,0.3,0.00,1.4,791.434,,
1825,-36.7,-40.6,2.2,2.7,285.5,0.3,0.00,1.3,791.887,,
1826,-37.4,-38.3,1.4,2.7,285.5,0.3,0.00,1.3,792.339,,
1827,-39.6,-37.9,-0.7,2.7,285.5,0.3,0.00,0.9,792.792,,
1828,-43.8,-40.3,-5.0,2.7,285.5,0.3,0.00,1.3,793.244,,
1829,-39.0,-40.8,-0.1,2.7,285.6,0.3,0.00,1.3,793.696,,
1830,-43.3,-42.0,-4.4,2.7,285.6,0.3,0.00,1.3,794.133,,
1831,-41.3,-41.2,-2.5,2.7,285.5,0.3,0.00,1.3,794.570,,
1832,-41.5,-42.0,-2.6,2.7,285.7,0.3,0.00,1.4,795.007,,
1833,-39.4,-40.7,-0.5,2.7,285.6,0.3,0.00,1.3,795.444,,
1834,-39.6,-40.1,-0.7,2.7,285.3,0.3,0.00,1.4,795.880,,
1835,-39.5,-39.5,-0.6,2.7,285.8,0.3,0.00,0.9,796.333,,
1836,-43.1,-40.7,-4.2,2.7,285.6,0.3,0.00,-0.2,796.785,,
1837,-44.2,-42.3,-5.3,2.7,285.6,0.3,0.00,1.4,797.238,,
1838,-41.5,-42.9,-2.7,2.7,285.4,0.3,0.00,1.3,797.690,,
1839,-41.7,-42.5,-2.8,2.7,285.5,0.3,0.00,0.9,798.142,,
1840,-43.3,-42.2,-4.4,2.7,285.4,0.3,0.00,1.4,798.595,,
1841,-40.1,-41.7,-1.2,2.7,285.4,0.3,0.00,1.4,799.047,,
1842,-42.8,-42.1,-3.9,2.7,285.4,0.3,0.00,1.3,799.500,,
1843,-41.3,-41.4,-2.5,2.7,285.6,0.3,0.00,0.9,799.952,,
1844,-45.8,-43.3,-6.9,2.7,285.5,0.3,0.00,1.3,800.404,,
1845,-41.0,-42.7,-2.1,2.7,285.6,0.3,0.00,1.3,800.857,,
1846,-39.9,-42.2,-1.1,2.7,285.4,0.3,0.00,1.3,801.294,,
1847,-44.7,-41.9,-5.9,2.7,285.4,0.3,0.00,1.3,801.730,,
1848,-42.6,-42.4,-3.7,2.7,285.5,0.3,0.00,1.3,802.167,,
1849,-42.7,-43.4,-3.9,2.7,285.6,0.3,0.00,1.3,802.604,,
1850,-43.5,-42.9,-4.6,2.7,285.5,0.3,0.00,1.2,803.041,,
1851,-42.7,-43.0,-3.9,2.7,285.6,0.3,0.00,0.9,803.493,,
1852,-43.3,-43.2,-4.4,2.7,285.6,0.3,0.00,-0.5,803.946,,
1853,-46.7,-44.2,-7.8,2.7,285.4,0.3,0.00,1.4,804.398,,
1854,-43.5,-44.5,-4.6,2.7,285.4,0.3,0.00,1.3,804.850,,
1855,-40.8,-43.7,-2.0,2.7,285.4,0.3,0.00,0.8,805.303,,
1856,-41.0,-41.8,-2.1,2.7,285.5,0.3,0.00,-0.2,805.755,,
1857,-40.4,-40.7,-1.6,2.7,285.6,0.3,0.00,1.3,806.208,,
1858,-39.7,-40.4,-0.9,2.7,285.5,0.3,0.00,1.4,806.644,,
1859,-42.4,-40.9,-3.5,2.7,285.5,0.3,0.00,1.3,807.081,,
1860,-41.3,-41.2,-2.5,2.7,285.6,0.3,0.00,1.3,807.518,,
1861,-41.5,-41.7,-2.7,2.7,285.4,0.3,0.00,1.3,808.002,,
1862,-38.8,-40.6,0.0,2.7,285.5,0.3,0.00,1.3,808.454,,
1863,-42.0,-40.8,-3.2,2.7,285.5,0.3,0.00,1.3,808.891,,
1864,-38.3,-39.7,0.6,2.7,285.7,0.3,0.00,1.3,809.328,,
1865,-44.4,-41.6,-5.5,2.7,285.5,0.3,0.00,1.3,809.764,,
1866,-42.7,-41.8,-3.9,2.7,285.6,0.3,0.00,1.3,810.201,,
1867,-41.8,-43.0,-3.0,2.7,285.7,0.3,0.00,0.9,810.654,,
1868,-39.0,-41.2,-0.1,2.7,285.7,0.3,0.00,1.4,811.106,,
1869,-41.1,-40.7,-2.3,2.7,285.6,0.3,0.00,1.3,811.558,,
1870,-41.5,-40.5,-2.6,2.7,285.5,0.3,0.00,1.3,812.011,,
1871,-41.9,-41.5,-3.0,2.7,285.5,0.3,0.00,0.9,812.463,,
1872,-39.5,-41.0,-0.7,2.7,285.7,0.3,0.00,1.3,812.916,,
1873,-43.5,-41.6,-4.6,2.7,285.5,0.3,0.00,1.4,813.368,,
1874,-41.5,-41.5,-2.6,2.7,285.7,0.3,0.00,1.3,813.820,,
1875,-43.8,-42.9,-5.0,2.7,285.5,0.3,0.00,1.0,814.273,,
1876,-42.4,-42.6,-3.5,2.7,285.6,0.3,0.00,1.4,814.725,,
1877,-43.3,-43.2,-4.4,2.7,285.5,0.3,0.00,1.4,815.178,,
1878,-42.4,-42.7,-3.5,2.7,285.6,0.3,0.00,1.3,815.614,,
1879,-39.4,-41.7,-0.5,2.7,285.4,0.3,0.00,1.3,816.051,,
1880,-41.9,-41.2,-3.0,2.7,285.5,0.3,0.00,1.4,816.488,,
1881,-42.4,-41.2,-3.5,2.7,285.7,0.3,0.00,1.3,816.925,,
1882,-40.8,-41.7,-1.9,2.7,285.6,0.3,0.00,1.3,817.362,,
1883,-38.8,-40.7,0.0,2.7,285.5,0.3,0.00,0.9,817.814,,
1884,-39.2,-39.6,-0.4,2.7,285.3,0.3,0.00,1.3,818.266,,
1885,-40.1,-39.4,-1.2,2.7,285.5,0.3,0.00,1.3,818.719,,
1886,-39.2,-39.5,-0.3,2.7,285.5,0.3,0.00,1.3,819.171,,
1887,-43.5,-40.9,-4.6,2.7,285.5,0.3,0.00,0.9,819.624,,
1888,-44.7,-42.5,-5.8,2.7,285.5,0.3,0.00,1.3,820.076,,
1889,-41.5,-43.2,-2.7,2.7,285.5,0.4,0.00,1.3,820.528,,
1890,-41.9,-42.7,-3.0,2.7,285.5,0.4,0.00,1.3,820.965,,
1891,-40.4,-41.3,-1.6,2.7,285.5,0.4,0.00,0.9,821.433,,
1892,-44.5,-42.3,-5.7,2.7,285.6,0.4,0.00,1.4,821.886,,
1893,-41.8,-42.3,-3.0,2.7,285.7,0.4,0.00,1.4,822.338,,
1894,-39.9,-42.1,-1.0,2.7,285.6,0.4,0.00,1.4,822.775,,
1895,-42.9,-41.6,-4.1,2.7,285.5,0.4,0.00,1.3,823.212,,
1896,-41.7,-41.5,-2.8,2.7,285.5,0.4,0.00,1.3,823.648,,
1897,-44.4,-43.0,-5.5,2.7,285.5,0.4,0.00,1.3,824.085,,
1898,-41.0,-42.3,-2.1,2.7,285.5,0.4,0.00,1.2,824.522,,
1899,-38.5,-41.3,0.4,2.7,285.4,0.4,0.00,1.0,824.974,,
1900,-42.9,-40.8,-4.1,2.7,285.6,0.4,0.00,-0.5,825.427,,
1901,-43.8,-41.8,-5.0,2.7,285.4,0.4,0.00,1.3,825.895,,
1902,-39.7,-42.2,-0.9,2.7,285.5,0.4,0.00,1.0,826.347,,
1903,-45.8,-43.1,-6.9,2.7,285.5,0.4,0.00,1.4,826.800,,
1904,-37.0,-40.9,1.8,2.7,285.6,0.4,0.00,1.3,827.252,,
1905,-40.6,-41.1,-1.8,2.7,285.5,0.4,0.00,1.3,827.704,,
1906,-40.8,-39.5,-1.9,2.7,285.5,0.4,0.00,0.9,828.157,,
1907,-45.3,-42.2,-6.4,2.7,285.4,0.4,0.00,1.4,828.609,,
1908,-42.0,-42.7,-3.2,2.7,285.5,0.4,0.00,1.3,829.046,,
1909,-39.6,-42.3,-0.7,2.7,285.5,0.4,0.00,1.4,829.483,,
1910,-42.5,-41.4,-3.7,2.7,285.7,0.4,0.00,1.4,829.920,,
1911,-42.6,-41.6,-3.7,2.7,285.6,0.4,0.00,1.4,830.372,,
1912,-43.7,-42.9,-4.8,2.7,285.4,0.4,0.00,1.3,830.809,,
1913,-43.1,-43.1,-4.2,2.7,285.7,0.4,0.00,1.3,831.246,,
1914,-48.3,-45.0,-9.4,2.7,285.5,0.4,0.00,1.2,831.682,,
1915,-40.6,-44.0,-1.8,2.7,285.3,0.4,0.00,0.9,832.135,,
1916,-41.3,-43.4,-2.5,2.7,285.6,0.4,0.00,-0.2,832.587,,
1917,-42.6,-41.5,-3.7,2.7,285.5,0.4,0.00,1.4,833.024,,
1918,-40.8,-41.6,-1.9,2.7,285.5,0.4,0.00,1.3,833.476,,
1919,-46.1,-43.2,-7.3,2.7,285.5,0.4,0.00,1.3,833.913,,
1920,-43.9,-43.6,-5.0,2.7,285.3,0.4,0.00,1.3,834.350,,
1921,-41.5,-43.8,-2.6,2.7,285.5,0.4,0.00,1.3,834.787,,
1922,-46.5,-44.0,-7.7,2.7,285.4,0.4,0.00,1.3,835.224,,
1923,-39.9,-42.6,-1.0,2.7,285.6,0.4,0.00,1.2,835.660,,
1924,-40.3,-42.2,-1.4,2.7,285.6,0.4,0.00,0.9,836.113,,
1925,-42.6,-40.9,-3.7,2.7,285.5,0.4,0.00,1.4,836.565,,
1926,-42.6,-41.8,-3.7,2.7,285.5,0.4,0.00,1.3,837.018,,
1927,-44.5,-43.2,-5.7,2.7,285.5,0.4,0.00,1.3,837.470,,
